Cand_Name,FEC ID#,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cand_State,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,STATE ABBREVIATION,CANDIDATE NAME,PARTY,GE WINNER INDICATOR,top_individual_contribution,top_total_disbursement,top_other_comm_contribution,top_party_comm_contribution,incumbent,open,Cand_Party_Affiliation_DEM,Cand_Party_Affiliation_OTHER,Cand_Party_Affiliation_REP,Cand_Office_St_AK,Cand_Office_St_AL,Cand_Office_St_AR,Cand_Office_St_AS,Cand_Office_St_AZ,Cand_Office_St_CA,Cand_Office_St_CO,Cand_Office_St_CT,Cand_Office_St_DC,Cand_Office_St_DE,Cand_Office_St_FL,Cand_Office_St_GA,Cand_Office_St_GU,Cand_Office_St_HI,Cand_Office_St_IA,Cand_Office_St_ID,Cand_Office_St_IL,Cand_Office_St_IN,Cand_Office_St_KS,Cand_Office_St_KY,Cand_Office_St_LA,Cand_Office_St_MA,Cand_Office_St_MD,Cand_Office_St_ME,Cand_Office_St_MI,Cand_Office_St_MN,Cand_Office_St_MO,Cand_Office_St_MP,Cand_Office_St_MS,Cand_Office_St_MT,Cand_Office_St_NC,Cand_Office_St_ND,Cand_Office_St_NE,Cand_Office_St_NH,Cand_Office_St_NJ,Cand_Office_St_NM,Cand_Office_St_NV,Cand_Office_St_NY,Cand_Office_St_OH,Cand_Office_St_OK,Cand_Office_St_OR,Cand_Office_St_PA,Cand_Office_St_RI,Cand_Office_St_SC,Cand_Office_St_SD,Cand_Office_St_TN,Cand_Office_St_TX,Cand_Office_St_UT,Cand_Office_St_VA,Cand_Office_St_VI,Cand_Office_St_VT,Cand_Office_St_WA,Cand_Office_St_WI,Cand_Office_St_WV,Cand_Office_St_WY,Cand_Office_Dist_0.0,Cand_Office_Dist_1.0,Cand_Office_Dist_2.0,Cand_Office_Dist_3.0,Cand_Office_Dist_4.0,Cand_Office_Dist_5.0,Cand_Office_Dist_6.0,Cand_Office_Dist_7.0,Cand_Office_Dist_8.0,Cand_Office_Dist_9.0,Cand_Office_Dist_10.0,Cand_Office_Dist_11.0,Cand_Office_Dist_12.0,Cand_Office_Dist_13.0,Cand_Office_Dist_14.0,Cand_Office_Dist_15.0,Cand_Office_Dist_16.0,Cand_Office_Dist_17.0,Cand_Office_Dist_18.0,Cand_Office_Dist_19.0,Cand_Office_Dist_20.0,Cand_Office_Dist_21.0,Cand_Office_Dist_22.0,Cand_Office_Dist_23.0,Cand_Office_Dist_24.0,Cand_Office_Dist_25.0,Cand_Office_Dist_26.0,Cand_Office_Dist_27.0,Cand_Office_Dist_28.0,Cand_Office_Dist_29.0,Cand_Office_Dist_30.0,Cand_Office_Dist_31.0,Cand_Office_Dist_32.0,Cand_Office_Dist_33.0,Cand_Office_Dist_34.0,Cand_Office_Dist_35.0,Cand_Office_Dist_36.0,Cand_Office_Dist_37.0,Cand_Office_Dist_38.0,Cand_Office_Dist_39.0,Cand_Office_Dist_40.0,Cand_Office_Dist_41.0,Cand_Office_Dist_42.0,Cand_Office_Dist_43.0,Cand_Office_Dist_44.0,Cand_Office_Dist_45.0,Cand_Office_Dist_46.0,Cand_Office_Dist_47.0,Cand_Office_Dist_48.0,Cand_Office_Dist_49.0,Cand_Office_Dist_50.0,Cand_Office_Dist_51.0,Cand_Office_Dist_52.0,Cand_Office_Dist_53.0,Cand_Office_Dist
"UPTON, FREDERICK STEPHEN",H6MI04113,INCUMBENT,2985193.3,2546883.56,MI,840703.0,1978904.0,0.0,MI,"Upton, Fred",R,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
"HOWARD, JULIA CRAVEN",H6NC13137,CHALLENGER,63995.0,63995.0,NC,39495.0,22760.0,0.0,NC,"Howard, Julia Craven",R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
"GILBERT, MELISSA",H6MI08247,CHALLENGER,812267.72,799885.19,MI,705711.64,97350.0,624.01,MI,"Gilbert, Melissa  #",D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
"SHKRELI, SUZANNA",H6MI08262,CHALLENGER,780514.76,771643.32,MI,635404.93,121349.0,15260.83,MI,"Shkreli, Suzanna  #",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
"WALZ, TIMOTHY J",H6MN01174,INCUMBENT,1572880.8,1610108.27,MN,774075.21,773720.0,2767.25,MN,"Walz, Tim ",DFL,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
"DRISKELL, GRETCHEN",H6MI07223,CHALLENGER,2576893.05,2561635.96,MI,1859815.98,535728.07,500.0,MI,"Driskell, Gretchen D.",D,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
"CRAIG, ANGELA DAWN",H6MN02131,CHALLENGER,4811520.19,4799017.54,MN,2281135.35,808462.86,9996.85,MN,"Craig, Angie ",DFL,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"LEWIS, JASON MARK MR.",H6MN02149,OPEN,1045808.6,1035971.94,MN,770697.68,272712.5,1500.0,MN,"Lewis, Jason",R,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"ELLISON, KEITH MAURICE",H6MN05183,INCUMBENT,2799429.48,2472467.93,MN,2398981.82,347350.0,0.0,MN,"Ellison, Keith",DFL,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"KERN, ALIENA JEANENE",H6MN06165,CHALLENGER,29031.12,28097.61,MN,16031.12,0.0,0.0,MN,"Kern, A. J.",R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
"CHRISTENSEN, GORDON DR.",H6MO04224,CHALLENGER,217312.08,216337.44,MO,177312.08,1500.0,0.0,MO,"Christensen, Gordon",D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"JUNEAU, DENISE",H6MT01095,CHALLENGER,2760222.95,2704818.6,MT,2380973.81,357636.87,15024.32,MT,"Juneau, Denise",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"BARRETT, CHARLES DANIEL",H6NC03179,CHALLENGER,241402.41,241402.41,NC,22432.29,0.0,0.0,NC,"Barrett, Dan",R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
"PRICE, DAVID E.",H6NC04037,INCUMBENT,793105.6,793951.71,NC,340863.52,445079.99,2300.0,NC,"Price, David",D,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"HARDIN, CHRISTOPHER WESLEY MR.",H6NC06107,CHALLENGER,31090.71,30998.81,NC,17287.02,0.0,0.0,NC,"Hardin, Chris",R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
"WRIGHT, KEITH L T",H6NY13105,OPEN,942504.16,923258.43,NY,830542.88,112650.0,0.0,NY,"Wright, Keith L. T.",D,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
"GRAYSON, DENA MD, PHD",H6FL09187,OPEN,644570.01,635042.51,FL,347970.01,95600.0,0.0,FL,"Grayson, Dena",D,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
"CUELLAR, HENRY",H2TX23082,INCUMBENT,1689931.66,929900.1,TX,684250.66,968040.51,0.0,TX,"Cuellar, Henry",D,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
"POE, TED",H4TX02108,INCUMBENT,838509.88,623230.11,TX,445616.7,386710.44,0.0,TX,"Poe, Ted",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"BARTON, JOE LINUS",H4TX06117,INCUMBENT,1350975.29,1348463.14,TX,490041.64,730552.98,0.0,TX,"Barton, Joe",R,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
"GREEN, ALEXANDER",H4TX09095,INCUMBENT,706231.24,602159.38,TX,376659.17,216000.0,0.0,TX,"Green, Al",D,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
"DOGGETT, LLOYD",H4TX10028,INCUMBENT,1061859.25,421687.18,TX,642519.81,324400.42,0.0,TX,"Doggett, Lloyd",D,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
"THORNBERRY, MAC",H4TX13014,INCUMBENT,1824829.15,1698238.18,TX,943362.05,877776.69,0.0,TX,"Thornberry, Mac ",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
"LEE, SHEILA JACKSON",H4TX18054,INCUMBENT,485724.07,579702.28,TX,237997.04,238227.03,9500.0,TX,"Jackson Lee, Sheila",D,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
"TRYON, STEPHEN P.",H4UT03211,CHALLENGER,55062.52,63405.51,UT,18167.48,0.0,0.0,UT,"Tryon, Stephen P.",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"OWENS, H DOUGLAS",H4UT04011,CHALLENGER,2116036.51,2103032.24,UT,1743384.64,369587.27,206.7,UT,"Owens, Doug",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"BUCHANAN, VERNON",H6FL13148,INCUMBENT,1660718.68,918163.59,FL,901459.46,730010.1,0.0,FL,"Buchanan, Vern",R,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
"CRIST, CHARLIE JOSEPH",H6FL13205,CHALLENGER,2081442.29,1983386.46,FL,1373006.6,479386.69,0.0,FL,"Crist, Charlie ",D,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
"MAST, BRIAN",H6FL18097,OPEN,2967556.89,2872938.76,FL,2386588.22,460468.5,7500.0,FL,"Mast, Brian",R,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
"CHANE, JONATHAN",H6FL18113,OPEN,719747.1,715071.1,FL,535966.51,50526.59,0.0,FL,"Chane, Jonathan ",D,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
"NIKPOUR, NOELLE",H6FL18139,OPEN,231827.0,231827.0,FL,220827.0,5000.0,0.0,FL,"Nikpour, Noelle",R,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
"DEUTCH, THEODORE ELIOT",H0FL19080,INCUMBENT,1514747.39,1715240.17,FL,1097791.68,414700.0,0.0,FL,"Deutch, Ted",D,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
"HICE, JODY",H0GA07125,INCUMBENT,494549.33,425435.32,GA,291352.82,202379.25,100.0,GA,"Hice, Jody ",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"SCOTT, JAMES AUSTIN",H0GA08099,INCUMBENT,996674.31,1043968.0,GA,318806.35,674442.26,250.0,GA,"Scott, Austin ",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
"GRAVES, JOHN THOMAS MR. JR.",H0GA09030,INCUMBENT,1368637.9,777699.83,GA,514076.26,808625.0,0.0,GA,"Graves, Tom ",R,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
"LABRADOR, RAUL R. HON.",H0ID01253,INCUMBENT,508140.31,877578.38,ID,274383.93,218850.0,0.0,ID,"Labrador, Raul R.",R,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
"DOLD, ROBERT JAMES JR",H0IL10302,INCUMBENT,5488206.47,5650246.2,IL,3030284.67,2284266.41,0.0,IL,"Dold, Robert ",R,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"HULTGREN, RANDY",H0IL14080,INCUMBENT,1183161.68,1301824.3,IL,306414.73,868382.71,0.0,IL,"Hultgren, Randall M. ""Randy""",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
